Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
java,org.apache.commons.math3.exception.util,ArgUtils,0,0,2,1,31,6,0,0,-1.0,2,1
java,org.apache.commons.math3.exception.util,DummyLocalizable,2,0,4,4,39,4,0,1,0.0,0,0
java,org.apache.commons.math3.exception.util,ExceptionContext,5,0,18,10,235,28,0,0,0.0,9,2
java,org.apache.commons.math3.exception.util,ExceptionContextProvider,0,0,1,0,10,1,6,0,-1.0,0,0
java,org.apache.commons.math3.exception.util,Localizable,0,0,2,0,17,2,1,0,-1.0,28,0
java,org.apache.commons.math3,Field,0,0,3,0,23,3,6,0,-1.0,42,0
java,org.apache.commons.math3,FieldElement,0,0,8,0,59,8,5,0,-1.0,1,0
java,org.apache.commons.math3,RealFieldElement,0,0,49,0,333,49,4,1,-1.0,0,0
java,org.apache.commons.math3.filter,DefaultMeasurementModel,2,0,4,4,46,4,0,1,0.5,0,1
java,org.apache.commons.math3.filter,DefaultProcessModel,5,0,8,8,97,8,0,1,0.375,0,2
java,org.apache.commons.math3.filter,KalmanFilter,9,0,12,12,209,23,0,0,0.3333333333333333,0,6
java,org.apache.commons.math3.filter,MeasurementModel,0,0,2,0,18,2,1,0,-1.0,1,0
java,org.apache.commons.math3.filter,ProcessModel,0,0,5,0,34,5,1,0,-1.0,1,0
java,org.apache.commons.math3.fitting,AbstractCurveFitter,2,0,8,6,91,13,4,0,0.0,4,1
java,org.apache.commons.math3.fitting,TheoreticalValuesFunction,2,0,5,5,64,10,0,0,0.0,5,1
java,org.apache.commons.math3.fitting,CurveFitter,3,0,13,12,160,18,3,0,0.0,0,5
java,org.apache.commons.math3.fitting,TheoreticalValuesFunction,1,0,5,4,53,9,0,0,0.0,0,1
java,org.apache.commons.math3.fitting,GaussianCurveFitter,6,0,16,8,286,46,0,1,0.75,0,6
java,org.apache.commons.math3.fitting,ParameterGuesser,3,0,9,3,191,38,0,0,0.2222222222222222,0,2
java,org.apache.commons.math3.fitting,GaussianFitter,3,0,14,8,249,43,0,1,0.8571428571428571,0,5
java,org.apache.commons.math3.fitting,ParameterGuesser,3,0,9,3,191,38,0,0,0.8888888888888888,0,2
java,org.apache.commons.math3.fitting,HarmonicCurveFitter,6,0,10,5,230,24,0,1,0.5,0,6
java,org.apache.commons.math3.fitting,ParameterGuesser,3,0,5,2,161,18,0,0,0.6,0,2
java,org.apache.commons.math3.fitting,HarmonicFitter,3,0,8,5,191,21,0,1,0.625,0,4
java,org.apache.commons.math3.fitting,ParameterGuesser,3,0,5,2,160,18,0,0,0.6,0,2
java,org.apache.commons.math3.fitting,PolynomialCurveFitter,3,0,5,3,73,7,0,1,0.4,0,4
java,org.apache.commons.math3.fitting,PolynomialFitter,0,0,3,3,34,3,0,1,-1.0,1,2
java,org.apache.commons.math3.fitting,SimpleCurveFitter,3,0,5,3,72,6,0,1,0.4,0,3
java,org.apache.commons.math3.fitting,WeightedObservedPoint,4,0,4,4,54,4,0,0,0.0,10,0
java,org.apache.commons.math3.fitting,WeightedObservedPoints,2,0,5,5,63,5,0,0,0.0,0,1
java,org.apache.commons.math3.fitting.leastsquares,AbstractEvaluation,1,0,5,4,52,6,3,1,0.4,0,5
java,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,2,0,4,3,42,4,0,2,0.0,0,2
java,org.apache.commons.math3.fitting.leastsquares,EvaluationRmsChecker,2,0,3,3,41,3,0,1,0.6666666666666666,0,2
java,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer,2,0,12,6,168,21,0,1,0.5,1,9
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresAdapter,1,0,8,8,60,8,0,2,0.0,0,2
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresBuilder,9,0,14,14,168,14,0,0,0.0,0,8
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory,13,0,31,25,382,36,0,0,0.12903225806451613,2,15
java,org.apache.commons.math3.fitting.leastsquares,LocalValueAndJacobianFunction,2,0,4,3,43,4,0,2,0.0,0,3
java,org.apache.commons.math3.fitting.leastsquares,LocalLeastSquaresProblem,11,0,13,10,174,15,0,2,0.0,0,7
java,org.apache.commons.math3.fitting.leastsquares,UnweightedEvaluation,3,0,4,3,48,4,0,2,0.0,0,2
java,org.apache.commons.math3.fitting.leastsquares,LazyUnweightedEvaluation,3,0,4,3,47,4,0,2,0.0,0,2
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresOptimizer,0,0,3,0,27,3,2,0,-1.0,0,1
java,org.apache.commons.math3.fitting.leastsquares,Optimum,0,0,2,0,15,2,1,1,-1.0,0,1
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresProblem,0,0,11,0,78,11,2,1,-1.0,7,2
java,org.apache.commons.math3.fitting.leastsquares,Evaluation,0,0,7,0,47,7,2,0,-1.0,6,0
java,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,12,0,18,13,660,103,0,1,0.16666666666666666,0,8
java,org.apache.commons.math3.fitting.leastsquares,InternalData,6,0,1,0,45,1,0,0,0.0,1,0
java,org.apache.commons.math3.fitting.leastsquares,MultivariateJacobianFunction,0,0,1,0,12,1,1,0,-1.0,3,1
java,org.apache.commons.math3.fitting.leastsquares,OptimumImpl,3,0,10,9,83,10,0,2,0.0,0,1
java,org.apache.commons.math3.fitting.leastsquares,ParameterValidator,0,0,1,0,12,1,0,0,-1.0,3,1
java,org.apache.commons.math3.fitting.leastsquares,ValueAndJacobianFunction,0,0,2,0,18,2,1,1,-1.0,3,0
java,org.apache.commons.math3.fraction,AbstractFormat,3,0,13,6,148,18,2,0,0.38461538461538464,5,1
java,org.apache.commons.math3.fraction,BigFraction,18,14,54,53,798,117,0,1,0.1111111111111111,12,4
java,org.apache.commons.math3.fraction,BigFractionField,2,0,6,4,57,6,0,1,0.8333333333333334,5,3
java,org.apache.commons.math3.fraction,LazyHolder,1,0,0,0,9,0,0,0,-1.0,2,1
java,org.apache.commons.math3.fraction,BigFractionFormat,1,0,14,13,185,23,1,1,0.5,1,3
java,org.apache.commons.math3.fraction,Fraction,18,14,31,29,495,64,0,1,0.1935483870967742,6,4
java,org.apache.commons.math3.fraction,FractionConversionException,1,0,2,2,27,2,0,3,1.0,0,0
java,org.apache.commons.math3.fraction,FractionField,2,0,6,4,57,6,0,1,0.8333333333333334,3,3
java,org.apache.commons.math3.fraction,LazyHolder,1,0,0,0,9,0,0,0,-1.0,0,1
java,org.apache.commons.math3.fraction,FractionFormat,1,0,14,13,168,21,1,1,0.5714285714285714,2,3
java,org.apache.commons.math3.fraction,ProperBigFractionFormat,2,0,7,7,141,20,0,2,0.5714285714285714,0,2
java,org.apache.commons.math3.fraction,ProperFractionFormat,2,0,7,7,134,17,0,2,0.42857142857142855,0,4
java,org.apache.commons.math3.genetics,AbstractListChromosome,1,0,8,6,69,8,2,2,0.25,5,0
java,org.apache.commons.math3.genetics,BinaryChromosome,0,0,5,3,62,12,0,3,-1.0,2,3
java,org.apache.commons.math3.genetics,BinaryMutation,0,0,1,1,23,2,0,1,-1.0,0,3
java,org.apache.commons.math3.genetics,Chromosome,2,0,5,3,63,9,1,1,0.0,15,2
java,org.apache.commons.math3.genetics,ChromosomePair,2,0,4,4,44,4,0,0,0.0,1,1
java,org.apache.commons.math3.genetics,CrossoverPolicy,0,0,1,0,14,1,5,0,-1.0,1,1
java,org.apache.commons.math3.genetics,CycleCrossover,1,0,5,4,92,13,0,1,0.4,0,3
java,org.apache.commons.math3.genetics,ElitisticListPopulation,1,0,5,5,67,7,0,2,0.0,1,2
java,org.apache.commons.math3.genetics,Fitness,0,0,1,0,11,1,1,0,-1.0,0,0
java,org.apache.commons.math3.genetics,FixedElapsedTime,2,0,3,3,45,5,0,1,0.6666666666666666,0,1
java,org.apache.commons.math3.genetics,FixedGenerationCount,2,0,3,3,44,5,0,1,0.0,0,1
java,org.apache.commons.math3.genetics,GeneticAlgorithm,7,0,11,11,151,18,0,0,0.0,11,8
java,org.apache.commons.math3.genetics,InvalidRepresentationException,1,0,1,1,18,1,0,2,0.0,0,1
java,org.apache.commons.math3.genetics,ListPopulation,2,0,13,12,154,24,1,1,0.0,1,1
java,org.apache.commons.math3.genetics,MutationPolicy,0,0,1,0,13,1,2,0,-1.0,1,1
java,org.apache.commons.math3.genetics,NPointCrossover,1,0,4,3,85,11,0,1,0.0,0,4
java,org.apache.commons.math3.genetics,OnePointCrossover,0,0,2,1,48,6,0,1,-1.0,0,3
java,org.apache.commons.math3.genetics,OrderedCrossover,0,0,2,1,68,8,0,1,-1.0,0,5
java,org.apache.commons.math3.genetics,PermutationChromosome,0,0,1,0,13,1,1,0,-1.0,0,0
java,org.apache.commons.math3.genetics,Population,0,0,5,0,32,5,1,0,-1.0,7,1
java,org.apache.commons.math3.genetics,RandomKey,2,0,12,8,179,27,0,3,0.6666666666666666,2,3
java,org.apache.commons.math3.genetics,RandomKeyMutation,0,0,1,1,21,2,0,1,-1.0,0,3
java,org.apache.commons.math3.genetics,SelectionPolicy,0,0,1,0,13,1,1,0,-1.0,1,1
java,org.apache.commons.math3.genetics,StoppingCondition,0,0,1,0,12,1,2,0,-1.0,1,1
java,org.apache.commons.math3.genetics,TournamentSelection,1,0,6,5,67,8,0,1,0.3333333333333333,0,3
java,org.apache.commons.math3.genetics,UniformCrossover,1,0,4,3,72,9,0,1,0.0,0,4
java,org.apache.commons.math3.geometry.enclosing,Encloser,0,0,1,0,15,1,1,0,-1.0,0,0
java,org.apache.commons.math3.geometry.enclosing,EnclosingBall,4,0,7,7,83,7,0,0,0.0,3,0
java,org.apache.commons.math3.geometry.enclosing,SupportBallGenerator,0,0,1,0,15,1,2,0,-1.0,1,0
java,org.apache.commons.math3.geometry.enclosing,WelzlEncloser,2,0,5,3,105,15,0,1,0.0,1,2
java,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,3,0,6,4,67,6,0,1,0.8333333333333334,4,2
java,org.apache.commons.math3.geometry.euclidean.oned,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.geometry.euclidean.oned,NoSubSpaceException,1,0,1,1,15,1,0,2,0.0,0,0
java,org.apache.commons.math3.geometry.euclidean.oned,Interval,2,0,10,10,109,13,0,0,0.0,0,0
java,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,3,0,36,17,481,77,0,2,0.3611111111111111,3,7
java,org.apache.commons.math3.geometry.euclidean.oned,SubIntervalsIterator,2,0,5,3,82,13,0,0,0.4,0,1
java,org.apache.commons.math3.geometry.euclidean.oned,OrientedPoint,4,0,13,13,119,13,0,1,0.3076923076923077,3,4
java,org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,0,0,5,4,47,7,0,2,-1.0,0,2
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,7,5,34,34,306,39,0,2,0.17647058823529413,9,6
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,0,0,9,9,79,11,0,1,-1.0,2,4
java,org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,1,0,1,1,17,1,0,2,0.0,0,0
java,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,2,0,5,3,50,5,0,1,0.8,3,3
java,org.apache.commons.math3.geometry.euclidean.threed,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.geometry.euclidean.threed,FieldRotation,5,0,49,41,930,111,0,0,0.16326530612244897,1,7
java,org.apache.commons.math3.geometry.euclidean.threed,FieldVector3D,4,0,82,82,944,106,0,0,0.18292682926829268,2,5
java,org.apache.commons.math3.geometry.euclidean.threed,Line,4,0,21,21,218,24,0,1,0.19047619047619047,6,6
java,org.apache.commons.math3.geometry.euclidean.threed,NotARotationMatrixException,1,0,1,1,19,1,0,2,0.0,0,1
java,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,5,0,9,6,194,26,0,0,0.5555555555555556,0,12
java,org.apache.commons.math3.geometry.euclidean.threed,BoundaryProjector,2,0,6,4,114,18,0,1,0.5,1,10
java,org.apache.commons.math3.geometry.euclidean.threed,Plane,7,0,37,35,412,41,0,1,0.16216216216216217,9,10
java,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,8,0,33,22,518,75,0,2,0.5151515151515151,2,15
java,org.apache.commons.math3.geometry.euclidean.threed,FacetsContributionVisitor,0,0,5,3,58,9,0,1,-1.0,0,6
java,org.apache.commons.math3.geometry.euclidean.threed,RotationTransform,4,0,4,3,61,5,0,1,0.0,0,9
java,org.apache.commons.math3.geometry.euclidean.threed,TranslationTransform,3,0,4,3,49,5,0,1,0.0,0,8
java,org.apache.commons.math3.geometry.euclidean.threed,Rotation,6,1,32,28,740,94,0,0,0.09375,8,5
java,org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,16,12,5,4,111,5,0,0,0.0,3,2
java,org.apache.commons.math3.geometry.euclidean.threed,Segment,3,0,4,4,50,4,0,0,0.0,1,2
java,org.apache.commons.math3.geometry.euclidean.threed,SphereGenerator,0,0,2,1,63,6,0,1,-1.0,1,5
java,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates,13,0,13,8,272,15,0,0,0.15384615384615385,0,2
java,org.apache.commons.math3.geometry.euclidean.threed,DataTransferObject,4,0,2,0,42,2,0,0,0.0,0,0
java,org.apache.commons.math3.geometry.euclidean.threed,SubLine,3,0,7,6,102,10,0,0,0.42857142857142855,1,5
java,org.apache.commons.math3.geometry.euclidean.threed,SubPlane,0,0,3,2,57,7,0,2,-1.0,0,9
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,14,10,47,47,501,59,0,2,0.1702127659574468,25,8
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,0,0,9,9,90,11,0,1,-1.0,3,4
java,org.apache.commons.math3.geometry.euclidean.twod,DiskGenerator,0,0,2,1,50,5,0,1,-1.0,0,3
java,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D,2,0,5,3,50,5,0,1,0.8,4,3
java,org.apache.commons.math3.geometry.euclidean.twod,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.geometry.euclidean.twod,Line,16,0,40,37,476,46,0,1,0.125,15,11
java,org.apache.commons.math3.geometry.euclidean.twod,LineTransform,9,0,4,3,96,5,0,1,0.0,0,9
java,org.apache.commons.math3.geometry.euclidean.twod,NestedLoops,5,0,6,2,128,19,0,0,0.0,0,5
java,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet,18,0,53,37,874,127,0,2,0.05660377358490566,3,14
java,org.apache.commons.math3.geometry.euclidean.twod,Vertex,4,0,8,7,90,11,0,0,0.0,3,4
java,org.apache.commons.math3.geometry.euclidean.twod,Edge,4,0,7,6,84,7,0,0,0.0,3,4
java,org.apache.commons.math3.geometry.euclidean.twod,ConnectableSegment,6,0,10,9,110,10,0,1,0.0,2,4
java,org.apache.commons.math3.geometry.euclidean.twod,SegmentsBuilder,2,0,7,4,94,13,0,1,0.42857142857142855,1,6
java,org.apache.commons.math3.geometry.euclidean.twod,Segment,3,0,5,5,72,6,1,0,0.0,2,2
java,org.apache.commons.math3.geometry.euclidean.twod,SubLine,1,0,9,7,127,15,0,2,0.7777777777777778,1,10
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,7,4,39,39,382,48,0,2,0.15384615384615385,23,8
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2DFormat,0,0,9,9,81,11,0,1,-1.0,2,4
java,org.apache.commons.math3.geometry.euclidean.twod.hull,AbstractConvexHullGenerator2D,3,0,6,3,73,7,1,2,0.0,0,1
java,org.apache.commons.math3.geometry.euclidean.twod.hull,AklToussaintHeuristic,0,0,4,1,94,19,0,0,-1.0,1,2
java,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHull2D,4,0,6,4,126,18,0,1,0.0,0,4
java,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHullGenerator2D,0,0,1,0,10,1,1,1,-1.0,0,0
java,org.apache.commons.math3.geometry.euclidean.twod.hull,MonotoneChain,0,0,6,5,116,21,0,3,-1.0,0,2
java,org.apache.commons.math3.geometry.hull,ConvexHull,0,0,2,0,19,2,1,0,-1.0,0,0
java,org.apache.commons.math3.geometry.hull,ConvexHullGenerator,0,0,1,0,18,1,1,0,-1.0,0,0
java,org.apache.commons.math3.geometry,Point,0,0,3,0,25,3,3,0,-1.0,29,1
java,org.apache.commons.math3.geometry,Space,0,0,2,0,19,2,5,0,-1.0,0,0
java,org.apache.commons.math3.geometry,Vector,0,0,19,0,118,19,3,1,-1.0,14,1
java,org.apache.commons.math3.geometry,VectorFormat,10,3,15,9,203,22,3,0,0.26666666666666666,0,2
java,org.apache.commons.math3.geometry.partitioning,AbstractRegion,4,0,35,23,414,66,5,1,0.22857142857142856,0,9
java,org.apache.commons.math3.geometry.partitioning,AbstractSubHyperplane,2,0,12,9,128,18,5,1,0.16666666666666666,5,7
java,org.apache.commons.math3.geometry.partitioning,BoundaryAttribute,3,0,5,4,62,5,0,0,0.0,12,2
java,org.apache.commons.math3.geometry.partitioning,BoundaryBuilder,0,0,3,3,53,10,0,1,-1.0,0,3
java,org.apache.commons.math3.geometry.partitioning,BoundaryProjection,3,0,4,4,52,4,0,0,0.0,2,1
java,org.apache.commons.math3.geometry.partitioning,BoundaryProjector,4,0,9,4,140,20,0,1,0.0,0,9
java,org.apache.commons.math3.geometry.partitioning,BoundarySizeVisitor,1,0,5,4,47,7,0,1,0.6,0,2
java,org.apache.commons.math3.geometry.partitioning,BSPTree,5,0,29,21,538,72,0,0,0.13793103448275862,37,9
java,org.apache.commons.math3.geometry.partitioning,LeafMerger,0,0,1,0,16,1,4,0,-1.0,1,1
java,org.apache.commons.math3.geometry.partitioning,VanishingCutHandler,0,0,1,0,13,1,2,0,-1.0,1,1
java,org.apache.commons.math3.geometry.partitioning,BSPTreeVisitor,0,0,3,0,49,3,9,0,-1.0,1,1
java,org.apache.commons.math3.geometry.partitioning,Characterization,4,0,10,6,143,17,0,0,0.0,0,5
java,org.apache.commons.math3.geometry.partitioning,Embedding,0,0,2,0,23,2,4,0,-1.0,1,1
java,org.apache.commons.math3.geometry.partitioning,Hyperplane,0,0,7,0,47,7,5,0,-1.0,27,2
java,org.apache.commons.math3.geometry.partitioning,InsideFinder,3,0,4,3,113,23,0,0,0.0,0,5
java,org.apache.commons.math3.geometry.partitioning,NodesSet,1,0,4,4,45,7,0,0,0.0,3,1
java,org.apache.commons.math3.geometry.partitioning,Region,0,0,15,0,107,15,1,0,-1.0,15,5
java,org.apache.commons.math3.geometry.partitioning,RegionFactory,4,0,20,16,294,38,0,0,0.4,2,8
java,org.apache.commons.math3.geometry.partitioning,UnionMerger,0,0,1,1,16,2,0,1,-1.0,0,1
java,org.apache.commons.math3.geometry.partitioning,IntersectionMerger,0,0,1,1,16,2,0,1,-1.0,0,1
java,org.apache.commons.math3.geometry.partitioning,XorMerger,0,0,1,1,16,2,0,1,-1.0,0,1
java,org.apache.commons.math3.geometry.partitioning,DifferenceMerger,2,0,3,2,44,4,0,1,0.6666666666666666,0,3
java,org.apache.commons.math3.geometry.partitioning,NodesCleaner,0,0,3,3,22,3,0,1,-1.0,1,1
java,org.apache.commons.math3.geometry.partitioning,VanishingToLeaf,1,0,2,1,27,3,0,1,0.0,0,1
java,org.apache.commons.math3.geometry.partitioning,SubHyperplane,2,0,11,4,104,14,1,0,-1.0,29,2
java,org.apache.commons.math3.geometry.partitioning,SplitSubHyperplane,2,0,4,4,58,7,0,0,0.0,5,1
java,org.apache.commons.math3.geometry.partitioning,Transform,0,0,3,0,28,3,4,0,-1.0,5,3
java,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,6,0,24,13,548,83,0,0,0.0,0,1
java,org.apache.commons.math3.geometry.partitioning.utilities,Node,5,0,15,4,388,60,0,0,0.0,2,1
java,org.apache.commons.math3.geometry.partitioning.utilities,OrderedTuple,11,0,12,5,298,45,0,0,0.0,1,2
java,org.apache.commons.math3.geometry.spherical.oned,Arc,4,0,7,7,98,11,0,0,0.0,3,2
java,org.apache.commons.math3.geometry.spherical.oned,ArcsSet,6,0,40,17,694,109,0,2,0.3,3,10
java,org.apache.commons.math3.geometry.spherical.oned,SubArcsIterator,3,0,5,3,91,14,0,0,0.4,0,2
java,org.apache.commons.math3.geometry.spherical.oned,Split,2,0,4,3,57,7,0,0,0.0,1,1
java,org.apache.commons.math3.geometry.spherical.oned,InconsistentStateAt2PiWrapping,1,0,1,1,15,1,0,2,0.0,0,0
java,org.apache.commons.math3.geometry.spherical.oned,LimitAngle,3,0,11,11,96,11,0,1,0.2727272727272727,1,3
java,org.apache.commons.math3.geometry.spherical.oned,S1Point,4,1,10,9,109,14,0,1,0.2,3,6
java,org.apache.commons.math3.geometry.spherical.oned,Sphere1D,3,0,6,4,67,6,0,1,0.8333333333333334,4,2
java,org.apache.commons.math3.geometry.spherical.oned,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.geometry.spherical.oned,NoSubSpaceException,1,0,1,1,15,1,0,2,0.0,0,0
java,org.apache.commons.math3.geometry.spherical.oned,SubLimitAngle,0,0,5,4,39,5,0,2,-1.0,0,2
java,org.apache.commons.math3.geometry.spherical.twod,Circle,5,0,28,26,254,28,0,1,0.14285714285714285,7,8
java,org.apache.commons.math3.geometry.spherical.twod,CircleTransform,1,0,4,3,35,4,0,1,0.5,0,5
java,org.apache.commons.math3.geometry.spherical.twod,Edge,4,0,9,5,147,15,0,0,0.0,4,6
java,org.apache.commons.math3.geometry.spherical.twod,EdgesBuilder,4,0,7,4,125,18,0,1,0.42857142857142855,0,8
java,org.apache.commons.math3.geometry.spherical.twod,PropertiesComputer,4,0,9,6,121,15,0,1,0.3333333333333333,0,7
java,org.apache.commons.math3.geometry.spherical.twod,S2Point,11,7,14,12,182,19,0,1,0.14285714285714285,6,6
java,org.apache.commons.math3.geometry.spherical.twod,Sphere2D,2,0,5,3,50,5,0,1,0.8,3,3
java,org.apache.commons.math3.geometry.spherical.twod,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.geometry.spherical.twod,SphericalPolygonsSet,1,0,15,9,296,48,0,2,0.6666666666666666,2,14
java,org.apache.commons.math3.geometry.spherical.twod,SubCircle,0,0,3,2,38,4,0,2,-1.0,1,8
java,org.apache.commons.math3.geometry.spherical.twod,Vertex,4,0,8,3,93,11,0,0,0.0,5,4
java,org.apache.commons.math3.linear,AbstractFieldMatrix,3,0,74,60,946,183,3,2,0.10810810810810811,2,7
java,org.apache.commons.math3.linear,AbstractRealMatrix,7,0,69,67,859,164,4,2,0.10144927536231885,1,8
java,org.apache.commons.math3.linear,AnyMatrix,0,0,3,0,21,3,2,0,-1.0,1,0
java,org.apache.commons.math3.linear,Array2DRowFieldMatrix,2,0,34,32,464,77,0,3,0.17647058823529413,7,7
java,org.apache.commons.math3.linear,Array2DRowRealMatrix,2,0,31,29,426,76,0,3,0.0967741935483871,13,5
java,org.apache.commons.math3.linear,ArrayFieldVector,3,0,73,69,945,120,0,1,0.1232876712328767,3,8
java,org.apache.commons.math3.linear,ArrayRealVector,3,0,66,64,826,136,0,1,0.10606060606060606,11,11
java,org.apache.commons.math3.linear,BiDiagonalTransformer,6,0,10,3,292,56,0,0,0.0,0,3
java,org.apache.commons.math3.linear,BlockFieldMatrix,7,1,52,48,1207,180,0,3,0.07692307692307693,1,10
java,org.apache.commons.math3.linear,BlockRealMatrix,7,1,54,50,1230,189,0,3,0.07407407407407407,4,8
java,org.apache.commons.math3.linear,CholeskyDecomposition,6,2,11,10,225,36,0,0,0.2727272727272727,0,4
java,org.apache.commons.math3.linear,Solver,1,0,5,4,96,19,0,1,0.4,0,3
java,org.apache.commons.math3.linear,ConjugateGradient,4,2,4,4,130,12,0,2,0.0,0,7
java,org.apache.commons.math3.linear,DecompositionSolver,0,0,4,0,33,4,6,0,-1.0,8,2
java,org.apache.commons.math3.linear,DefaultFieldMatrixChangingVisitor,1,0,4,4,35,4,0,1,0.75,0,0
java,org.apache.commons.math3.linear,DefaultFieldMatrixPreservingVisitor,1,0,4,4,34,4,2,1,0.75,0,0
java,org.apache.commons.math3.linear,DefaultIterativeLinearSolverEvent,5,0,7,7,89,8,0,2,0.0,0,1
java,org.apache.commons.math3.linear,DefaultRealMatrixChangingVisitor,0,0,3,3,23,3,0,1,-1.0,0,0
java,org.apache.commons.math3.linear,DefaultRealMatrixPreservingVisitor,0,0,3,3,22,3,0,1,-1.0,0,0
java,org.apache.commons.math3.linear,DiagonalMatrix,2,0,24,23,271,41,0,3,0.125,1,5
java,org.apache.commons.math3.linear,EigenDecomposition,15,0,27,20,758,125,0,0,0.07407407407407407,6,7
java,org.apache.commons.math3.linear,Solver,3,0,6,4,140,25,0,1,0.0,0,5
java,org.apache.commons.math3.linear,FieldDecompositionSolver,0,0,4,0,34,4,1,0,-1.0,2,2
java,org.apache.commons.math3.linear,FieldLUDecomposition,12,0,13,12,358,61,0,0,0.0,1,5
java,org.apache.commons.math3.linear,Solver,4,0,6,5,169,32,0,1,0.0,0,5
java,org.apache.commons.math3.linear,FieldMatrix,0,0,50,0,538,50,1,1,-1.0,15,4
java,org.apache.commons.math3.linear,FieldMatrixChangingVisitor,0,0,3,0,30,3,1,0,-1.0,4,0
java,org.apache.commons.math3.linear,FieldMatrixPreservingVisitor,0,0,3,0,29,3,2,0,-1.0,4,0
java,org.apache.commons.math3.linear,FieldVector,0,0,29,0,202,29,2,0,-1.0,9,1
java,org.apache.commons.math3.linear,FieldVectorChangingVisitor,0,0,3,0,26,3,0,0,-1.0,2,0
java,org.apache.commons.math3.linear,FieldVectorPreservingVisitor,0,0,3,0,25,3,0,0,-1.0,2,0
java,org.apache.commons.math3.linear,HessenbergTransformer,5,0,6,3,162,31,0,0,0.0,0,3
java,org.apache.commons.math3.linear,IllConditionedOperatorException,1,0,1,1,17,1,0,2,0.0,0,0
java,org.apache.commons.math3.linear,IterativeLinearSolver,1,0,7,6,99,10,1,0,0.42857142857142855,1,4
java,org.apache.commons.math3.linear,IterativeLinearSolverEvent,1,0,6,6,47,6,1,1,1.0,2,0
java,org.apache.commons.math3.linear,JacobiPreconditioner,1,0,9,9,93,13,0,1,0.5555555555555556,0,5
java,org.apache.commons.math3.linear,LUDecomposition,11,0,13,12,316,53,0,0,0.15384615384615385,0,3
java,org.apache.commons.math3.linear,Solver,3,0,5,4,118,23,0,1,0.0,0,3
java,org.apache.commons.math3.linear,MatrixDimensionMismatchException,1,0,5,5,44,5,0,3,1.0,0,0
java,org.apache.commons.math3.linear,MatrixUtils,4,2,45,39,753,106,0,0,0.4888888888888889,43,17
java,org.apache.commons.math3.linear,FractionMatrixConverter,1,0,4,2,34,4,0,2,0.5,1,1
java,org.apache.commons.math3.linear,BigFractionMatrixConverter,1,0,4,2,34,4,0,2,0.5,1,1
java,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,3,0,4,4,50,4,0,4,0.0,0,1
java,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,1,0,1,1,16,1,0,2,0.0,3,0
java,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,1,0,1,1,16,1,0,2,0.0,2,0
java,org.apache.commons.math3.linear,NonSquareMatrixException,1,0,1,1,18,1,0,4,0.0,0,0
java,org.apache.commons.math3.linear,NonSquareOperatorException,1,0,1,1,18,1,0,4,0.0,0,0
java,org.apache.commons.math3.linear,NonSymmetricMatrixException,4,0,4,4,52,4,0,2,0.0,0,0
java,org.apache.commons.math3.linear,OpenMapRealMatrix,4,0,16,15,237,28,0,3,0.25,1,5
