Project Name,Package Name,Type Name,Code Smell
java,org.apache.commons.math3.fraction,FractionConversionException,Broken Hierarchy
java,org.apache.commons.math3.fraction,FractionField,Cyclic-Dependent Modularization
java,org.apache.commons.math3.fraction,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.fraction,LazyHolder,Unutilized Abstraction
java,org.apache.commons.math3.fraction,ProperBigFractionFormat,Unutilized Abstraction
java,org.apache.commons.math3.fraction,ProperFractionFormat,Unutilized Abstraction
java,org.apache.commons.math3.genetics,AbstractListChromosome,Broken Hierarchy
java,org.apache.commons.math3.genetics,BinaryChromosome,Broken Hierarchy
java,org.apache.commons.math3.genetics,BinaryMutation,Unutilized Abstraction
java,org.apache.commons.math3.genetics,Chromosome,Unutilized Abstraction
java,org.apache.commons.math3.genetics,Chromosome,Broken Hierarchy
java,org.apache.commons.math3.genetics,Chromosome,Cyclic-Dependent Modularization
java,org.apache.commons.math3.genetics,CycleCrossover,Unutilized Abstraction
java,org.apache.commons.math3.genetics,ElitisticListPopulation,Broken Hierarchy
java,org.apache.commons.math3.genetics,Fitness,Unutilized Abstraction
java,org.apache.commons.math3.genetics,FixedElapsedTime,Unutilized Abstraction
java,org.apache.commons.math3.genetics,FixedGenerationCount,Unutilized Abstraction
java,org.apache.commons.math3.genetics,InvalidRepresentationException,Unutilized Abstraction
java,org.apache.commons.math3.genetics,InvalidRepresentationException,Broken Hierarchy
java,org.apache.commons.math3.genetics,NPointCrossover,Unutilized Abstraction
java,org.apache.commons.math3.genetics,OnePointCrossover,Unutilized Abstraction
java,org.apache.commons.math3.genetics,OrderedCrossover,Unutilized Abstraction
java,org.apache.commons.math3.genetics,PermutationChromosome,Unutilized Abstraction
java,org.apache.commons.math3.genetics,Population,Cyclic-Dependent Modularization
java,org.apache.commons.math3.genetics,RandomKeyMutation,Unutilized Abstraction
java,org.apache.commons.math3.genetics,TournamentSelection,Unutilized Abstraction
java,org.apache.commons.math3.genetics,UniformCrossover,Unutilized Abstraction
java,org.apache.commons.math3.geometry.enclosing,Encloser,Unutilized Abstraction
java,org.apache.commons.math3.geometry.enclosing,WelzlEncloser,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.oned,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.oned,NoSubSpaceException,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,NoSubSpaceException,Broken Hierarchy
java,org.apache.commons.math3.geometry.euclidean.oned,Interval,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.oned,SubIntervalsIterator,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,Deficient Encapsulation
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,Broken Hierarchy
java,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,FieldRotation,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,FieldVector3D,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,Line,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,NotARotationMatrixException,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,NotARotationMatrixException,Broken Hierarchy
java,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,Plane,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,FacetsContributionVisitor,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,RotationTransform,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,TranslationTransform,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,Rotation,Deficient Encapsulation
java,org.apache.commons.math3.geometry.euclidean.threed,Rotation,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,Deficient Encapsulation
java,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,DataTransferObject,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,SubPlane,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,Deficient Encapsulation
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,DiskGenerator,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,Line,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,LineTransform,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,NestedLoops,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,Vertex,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,Edge,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,ConnectableSegment,Broken Hierarchy
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,Deficient Encapsulation
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,Insufficient Modularization
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2DFormat,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod,Vector2DFormat,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.euclidean.twod.hull,AbstractConvexHullGenerator2D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHull2D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHullGenerator2D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.euclidean.twod.hull,ConvexHullGenerator2D,Rebellious Hierarchy
java,org.apache.commons.math3.geometry.euclidean.twod.hull,MonotoneChain,Unutilized Abstraction
java,org.apache.commons.math3.geometry.hull,ConvexHull,Unutilized Abstraction
java,org.apache.commons.math3.geometry.hull,ConvexHullGenerator,Unutilized Abstraction
java,org.apache.commons.math3.geometry,Space,Unutilized Abstraction
java,org.apache.commons.math3.geometry,VectorFormat,Unutilized Abstraction
java,org.apache.commons.math3.geometry,VectorFormat,Deficient Encapsulation
java,org.apache.commons.math3.geometry.partitioning,AbstractRegion,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,AbstractRegion,Rebellious Hierarchy
java,org.apache.commons.math3.geometry.partitioning,AbstractRegion,Insufficient Modularization
java,org.apache.commons.math3.geometry.partitioning,AbstractSubHyperplane,Rebellious Hierarchy
java,org.apache.commons.math3.geometry.partitioning,BoundaryBuilder,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,BoundaryProjector,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,BoundarySizeVisitor,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,BSPTree,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.partitioning,BSPTree,Insufficient Modularization
java,org.apache.commons.math3.geometry.partitioning,LeafMerger,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.partitioning,VanishingCutHandler,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.partitioning,BSPTreeVisitor,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.partitioning,Characterization,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,InsideFinder,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,UnionMerger,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,IntersectionMerger,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,XorMerger,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,DifferenceMerger,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning,VanishingToLeaf,Unutilized Abstraction
java,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,ArcsSet,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,ArcsSet,Insufficient Modularization
java,org.apache.commons.math3.geometry.spherical.oned,SubArcsIterator,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,InconsistentStateAt2PiWrapping,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,InconsistentStateAt2PiWrapping,Broken Hierarchy
java,org.apache.commons.math3.geometry.spherical.oned,S1Point,Deficient Encapsulation
java,org.apache.commons.math3.geometry.spherical.oned,Sphere1D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,Sphere1D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.spherical.oned,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.spherical.oned,NoSubSpaceException,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.oned,NoSubSpaceException,Broken Hierarchy
java,org.apache.commons.math3.geometry.spherical.oned,SubLimitAngle,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,Circle,Insufficient Modularization
java,org.apache.commons.math3.geometry.spherical.twod,CircleTransform,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,Edge,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.spherical.twod,EdgesBuilder,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,PropertiesComputer,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,S2Point,Deficient Encapsulation
java,org.apache.commons.math3.geometry.spherical.twod,Sphere2D,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,Sphere2D,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.spherical.twod,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.geometry.spherical.twod,SphericalPolygonsSet,Unutilized Abstraction
java,org.apache.commons.math3.geometry.spherical.twod,Vertex,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,AbstractFieldMatrix,Rebellious Hierarchy
java,org.apache.commons.math3.linear,AbstractFieldMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,AbstractRealMatrix,Rebellious Hierarchy
java,org.apache.commons.math3.linear,AbstractRealMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,Array2DRowFieldMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,Array2DRowRealMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,ArrayFieldVector,Insufficient Modularization
java,org.apache.commons.math3.linear,ArrayRealVector,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,ArrayRealVector,Insufficient Modularization
java,org.apache.commons.math3.linear,BiDiagonalTransformer,Unutilized Abstraction
java,org.apache.commons.math3.linear,BlockFieldMatrix,Deficient Encapsulation
java,org.apache.commons.math3.linear,BlockFieldMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,BlockRealMatrix,Deficient Encapsulation
java,org.apache.commons.math3.linear,BlockRealMatrix,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,BlockRealMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,CholeskyDecomposition,Unutilized Abstraction
java,org.apache.commons.math3.linear,CholeskyDecomposition,Deficient Encapsulation
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,ConjugateGradient,Unutilized Abstraction
java,org.apache.commons.math3.linear,ConjugateGradient,Deficient Encapsulation
java,org.apache.commons.math3.linear,DefaultFieldMatrixChangingVisitor,Unutilized Abstraction
java,org.apache.commons.math3.linear,DefaultFieldMatrixPreservingVisitor,Unutilized Abstraction
java,org.apache.commons.math3.linear,DefaultIterativeLinearSolverEvent,Unutilized Abstraction
java,org.apache.commons.math3.linear,DefaultRealMatrixChangingVisitor,Unutilized Abstraction
java,org.apache.commons.math3.linear,DefaultRealMatrixPreservingVisitor,Unutilized Abstraction
java,org.apache.commons.math3.linear,DiagonalMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,EigenDecomposition,Insufficient Modularization
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,FieldMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,HessenbergTransformer,Unutilized Abstraction
java,org.apache.commons.math3.linear,IllConditionedOperatorException,Unutilized Abstraction
java,org.apache.commons.math3.linear,IllConditionedOperatorException,Broken Hierarchy
java,org.apache.commons.math3.linear,IterativeLinearSolverEvent,Broken Hierarchy
java,org.apache.commons.math3.linear,JacobiPreconditioner,Unutilized Abstraction
java,org.apache.commons.math3.linear,LUDecomposition,Unutilized Abstraction
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,MatrixDimensionMismatchException,Unutilized Abstraction
java,org.apache.commons.math3.linear,MatrixDimensionMismatchException,Broken Hierarchy
java,org.apache.commons.math3.linear,MatrixUtils,Deficient Encapsulation
java,org.apache.commons.math3.linear,MatrixUtils,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,MatrixUtils,Insufficient Modularization
java,org.apache.commons.math3.linear,FractionMatrixConverter,Unutilized Abstraction
java,org.apache.commons.math3.linear,BigFractionMatrixConverter,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,Broken Hierarchy
java,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,Broken Hierarchy
java,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,Broken Hierarchy
java,org.apache.commons.math3.linear,NonSquareMatrixException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonSquareMatrixException,Broken Hierarchy
java,org.apache.commons.math3.linear,NonSquareOperatorException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonSquareOperatorException,Broken Hierarchy
java,org.apache.commons.math3.linear,NonSymmetricMatrixException,Unutilized Abstraction
java,org.apache.commons.math3.linear,NonSymmetricMatrixException,Broken Hierarchy
java,org.apache.commons.math3.linear,OpenMapRealMatrix,Broken Hierarchy
java,org.apache.commons.math3.linear,OpenMapRealVector,Unutilized Abstraction
java,org.apache.commons.math3.linear,OpenMapRealVector,Deficient Encapsulation
java,org.apache.commons.math3.linear,OpenMapRealVector,Broken Hierarchy
java,org.apache.commons.math3.linear,OpenMapRealVector,Insufficient Modularization
java,org.apache.commons.math3.linear,OpenMapEntry,Unutilized Abstraction
java,org.apache.commons.math3.linear,OpenMapSparseIterator,Unutilized Abstraction
java,org.apache.commons.math3.linear,QRDecomposition,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,RealMatrix,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,RealMatrix,Insufficient Modularization
java,org.apache.commons.math3.linear,RealMatrixFormat,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,RealVector,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,RealVector,Insufficient Modularization
java,org.apache.commons.math3.linear,SparseEntryIterator,Unutilized Abstraction
java,org.apache.commons.math3.linear,UnmodifiableEntry,Unutilized Abstraction
java,org.apache.commons.math3.linear,RealVectorFormat,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,RRQRDecomposition,Unutilized Abstraction
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,SchurTransformer,Unutilized Abstraction
java,org.apache.commons.math3.linear,ShiftInfo,Unnecessary Abstraction
java,org.apache.commons.math3.linear,SingularMatrixException,Unutilized Abstraction
java,org.apache.commons.math3.linear,SingularMatrixException,Broken Hierarchy
java,org.apache.commons.math3.linear,SingularOperatorException,Unutilized Abstraction
java,org.apache.commons.math3.linear,SingularOperatorException,Broken Hierarchy
java,org.apache.commons.math3.linear,SingularValueDecomposition,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,SingularValueDecomposition,Insufficient Modularization
java,org.apache.commons.math3.linear,Solver,Unutilized Abstraction
java,org.apache.commons.math3.linear,SparseFieldVector,Insufficient Modularization
java,org.apache.commons.math3.linear,SparseRealMatrix,Unnecessary Abstraction
java,org.apache.commons.math3.linear,SparseRealMatrix,Unutilized Abstraction
java,org.apache.commons.math3.linear,SparseRealVector,Unnecessary Abstraction
java,org.apache.commons.math3.linear,SparseRealVector,Unutilized Abstraction
java,org.apache.commons.math3.linear,SymmLQ,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,State,Cyclic-Dependent Modularization
java,org.apache.commons.math3.linear,TriDiagonalTransformer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,CentroidCluster,Broken Hierarchy
java,org.apache.commons.math3.ml.clustering,Clusterer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,DBSCANClusterer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,DoublePoint,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,FuzzyKMeansClusterer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering,MultiKMeansPlusPlusClusterer,Unutilized Abstraction
java,org.apache.commons.math3.ml.clustering.evaluation,SumOfClusterVariances,Unutilized Abstraction
java,org.apache.commons.math3.ml.distance,CanberraDistance,Unutilized Abstraction
java,org.apache.commons.math3.ml.distance,ChebyshevDistance,Unutilized Abstraction
java,org.apache.commons.math3.ml.distance,EarthMoversDistance,Unutilized Abstraction
java,org.apache.commons.math3.ml.distance,EuclideanDistance,Unutilized Abstraction
java,org.apache.commons.math3.ml.distance,ManhattanDistance,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet,NeuronIdentifierComparator,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet,SerializationProxy,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet,SerializationProxy,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet,UpdateAction,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.oned,NeuronString,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.oned,SerializationProxy,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.sofm,KohonenTrainingTask,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.sofm,KohonenUpdateAction,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.sofm,LearningFactorFunctionFactory,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.sofm,NeighbourhoodSizeFunctionFactory,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod,SerializationProxy,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,HitHistogram,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,MapDataVisualization,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,MapVisualization,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,QuantizationError,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,SmoothedDataHistogram,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,TopographicErrorHistogram,Unutilized Abstraction
java,org.apache.commons.math3.ml.neuralnet.twod.util,UnifiedDistanceMatrix,Unutilized Abstraction
java,org.apache.commons.math3.ode,AbstractFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,AbstractFieldIntegrator,Insufficient Modularization
java,org.apache.commons.math3.ode,AbstractParameterizable,Unutilized Abstraction
java,org.apache.commons.math3.ode,FieldODEStateAndDerivative,Broken Hierarchy
java,org.apache.commons.math3.ode,FirstOrderConverter,Unutilized Abstraction
java,org.apache.commons.math3.ode,FirstOrderIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,JacobianMatrices,Unutilized Abstraction
java,org.apache.commons.math3.ode,JacobiansSecondaryEquations,Unutilized Abstraction
java,org.apache.commons.math3.ode,MainStateJacobianWrapper,Unutilized Abstraction
java,org.apache.commons.math3.ode,MismatchedEquations,Unutilized Abstraction
java,org.apache.commons.math3.ode,MismatchedEquations,Broken Hierarchy
java,org.apache.commons.math3.ode,MultistepFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,MultistepFieldIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode,FieldNordsieckInitializer,Unutilized Abstraction
java,org.apache.commons.math3.ode,InitializationCompletedMarkerException,Unutilized Abstraction
java,org.apache.commons.math3.ode,MultistepIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,MultistepIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode,NordsieckTransformer,Unutilized Abstraction
java,org.apache.commons.math3.ode,NordsieckInitializer,Unutilized Abstraction
java,org.apache.commons.math3.ode,InitializationCompletedMarkerException,Unutilized Abstraction
java,org.apache.commons.math3.ode,ODEIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,ParameterConfiguration,Unutilized Abstraction
java,org.apache.commons.math3.ode,Parameterizable,Unutilized Abstraction
java,org.apache.commons.math3.ode,ParameterizedODE,Unutilized Abstraction
java,org.apache.commons.math3.ode,ParameterizedWrapper,Unutilized Abstraction
java,org.apache.commons.math3.ode,ParameterJacobianProvider,Unutilized Abstraction
java,org.apache.commons.math3.ode,ParameterJacobianWrapper,Unutilized Abstraction
java,org.apache.commons.math3.ode,SecondOrderIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode,UnknownParameterException,Unutilized Abstraction
java,org.apache.commons.math3.ode,UnknownParameterException,Broken Hierarchy
java,org.apache.commons.math3.ode.events,EventFilter,Unutilized Abstraction
java,org.apache.commons.math3.ode.events,LocalMaxCountExceededException,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsBashforthFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsBashforthIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsFieldIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdamsFieldIntegrator,Rebellious Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdamsFieldStepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsFieldStepInterpolator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,Rebellious Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdamsMoultonFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,Corrector,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,Corrector,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeFieldIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeIntegrator,Rebellious Hierarchy
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaFieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaFieldIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaFieldStepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaIntegrator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,Broken Hierarchy
java,org.apache.commons.math3.ode.nonstiff,DormandPrince54FieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince54FieldStepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince54Integrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince54StepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince853FieldIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince853FieldStepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince853Integrator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,DormandPrince853StepInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.ode.nonstiff,EmbeddedRungeKuttaFieldIntegrator,Unutilized Abstraction
